SAMPLE,100.A.run6,100.B.run8,100.C.run8,101.B.run8,101.C.run6,103.A.run6,103.B.run8,103.C.run8,104.C.run8,105.A.run8,105.B.run6,105.C.run8,106.A.run8,106.B.run6,106.C.run8,109.A.run6,109.C.run8,110.A.run6,110.B.run8,111.A.run8,111.B.run8,111.C.run6,113.A.run8,113.B.run8,113.C.run6,115.C.run6,116.A.run8,116.C.run6,117.A.run8,117.B.run8,117.C.run6,118.B.run8,118.C.run6,12.A,12.B,12.C,120.A.run6,120.B.run8,120.C.run8,121.B.run6,121.C.run8,122.A.run8,122.B.run8,122.C.run6,130.A,130.B,130.C,131.A.run7,131.B.run7,131.C.run7,133.A,133.B,133.C,134.A.run7,134.B.run7,134.C.run7,135.A.run7,135.C.run7,136.A,136.B,136.C,137.A.run7,137.B.run7,137.C.run7,138.A.run7,138.B.run7,138.C.run7,139.B.run7,139.C.run7,141.A,141.B,141.C,142.A.run7,142.B.run7,142.C.run7,151.A.run7,151.B.run7,152.A.run7,152.B.run7,152.C.run7,155.A,155.B,155.C,156.A,156.B,156.C,157.A.run7,157.B.run7,157.C.run7,159.A.run7,159.C.run7,160.A,160.B,160.C,161.A,161.B,161.C,162.A.run7,162.B.run7,162.C.run7,165.A.run7,165.B.run7,165.C.run7,166.B.run7,166.C.run7,169.A,169.B,169.C,170.A.run7,170.B.run7,170.C.run7,174.A,174.B,174.C,175.A,175.B,175.C,177.A,177.B,177.C,178.A.run7,178.B.run7,178.C.run7,179.A.run7,179.B.run7,179.C.run7,18.A,18.B,18.C,180.A.run7,180.C.run7,181.A.run7,181.B.run7,181.C.run7,183.A.run7,183.B.run7,184.A.run7,184.B.run7,184.C.run7,185.A,185.B,185.C,189.A,189.B,189.C,19.A.run8,19.B.run6,19.C.run8,191.A,191.B,191.C,194.A,194.B,194.C,195.A,195.B,195.C,198.C.run7,199.A,199.B,199.C,200.A,200.B,200.C,201.A,201.B,201.C,202.A,202.B,202.C,203.A,203.B,203.C,204.A.run7,204.B.run7,204.C.run7,205.A.run7,205.B.run7,205.C.run7,206.B.run7,206.C.run7,207.A.run7,207.B.run7,207.C.run7,208.A,208.C,209.A,209.B,209.C,21.A.run6,21.B.run8,21.C.run8,210.A,210.B,210.C,213.A,213.B,213.C,215.A.run7,215.B.run7,216.A,216.B,216.C,218.A,218.B,218.C,22.A.run6,22.B.run8,22.C.run8,25.A.run6,25.B.run8,25.C.run8,26.A.run8,26.B.run6,26.C.run8,28.A.run6,28.B.run8,29.A.run6,29.C.run8,31.A.run6,31.B.run8,32.A.run8,32.B.run6,32.C.run8,34.B.run6,35.B.run6,37.B.run6,38.A.run6,38.C.run8,41.A.run8,42.B.run6,44.A.run6,44.B.run8,46.A.run6,46.C.run8,48.B.run6,49.B.run6,51.A.run8,51.B.run6,51.C.run8,52.A.run8,52.C.run8,54.A.run8,54.B.run6,54.C.run8,56.A.run8,56.B.run6,57.A.run8,57.B.run8,57.C.run6,59.A.run8,59.C.run8,6.A,6.B,6.C,64.A.run8,64.B.run6,64.C.run8,70.A.run8,70.B.run6,72.B.run8,72.C.run8,77.A.run8,77.B.run6,77.C.run8,78.A.run8,78.B.run6,78.C.run8,79.A.run6,79.C.run8,8.A,8.B,8.C,80.A.run6,80.B.run8,80.C.run8,81.A.run6,81.B.run8,82.A.run6,82.C.run8,83.A.run6,83.C.run8,85.A.run8,85.B.run6,85.C.run8,88.A.run8,88.B.run6,89.A.run8,89.B.run6,89.C.run8,90.A.run6,90.B.run8,90.C.run8,91.A.run8,91.B.run6,91.C.run8,92.A.run8,92.B.run6,96.A.run6,96.B.run8,97.A.run8,97.B.run6,97.C.run8,98.A.run6,98.B.run8,99.A.run6,99.B.run8,99.C.run8
DOC,9.375,13.71,10.835,13.96,9.335,8.375,7.21,10.625,6.21,9.585,7.79,7.75,5,5.21,5.96,5.625,6.165,5.375,5.75,14,7.415,6.415,8.585,6.375,10.415,6.21,8.085,10.75,10.79,10.835,8.875,17.04,12,10.46,11.79,7.625,7.085,5.665,5.29,7.835,6.875,5.335,5.04,5.835,9.96,10.875,10.625,3.75,4.25,3.54,7.5,9.79,10.25,3.375,5.21,3.46,4.54,5.21,11.375,9.71,8.625,3.04,2.875,4.54,4.165,4.415,3.46,5.04,5.46,11.21,10.335,9.665,4.71,4.21,4.165,3.75,4.25,5,4.625,4.04,9.25,10.835,11.375,9.46,10.125,10.75,5.71,4.875,4.25,6.04,6.54,9.085,8.46,9.165,10.915,9.165,8.125,5.96,5.835,5.75,5.165,5.79,6.04,5.29,5.375,13.46,11.835,13.625,5.165,4.5,4.46,9.54,8.71,9.375,16,13.54,10.875,11.835,12.04,11.25,8.085,12.335,13.335,8.835,8.415,10.125,13.375,12.71,12.71,8.75,9.085,12.5,13.79,12.75,5.915,5.04,13.125,8.415,11.335,7,6.125,6.335,6.415,5.875,6.125,5.125,8.665,4.585,4.415,5.125,4.415,4.25,4.29,3.54,5.335,5.46,5.165,16.04,6.04,5.415,4.415,5.71,6.085,3.46,3.665,3.96,4.415,5.585,5.915,3.29,5.585,4.415,4.415,8.46,10.75,9.71,11.665,9.96,11.415,9.125,9.875,12.5,10.71,8.665,5.29,5.335,4.625,3.79,4.375,10,9.915,9.915,5.835,5.415,7.75,5.96,5.165,5.29,13.75,17.665,7.585,5.75,6.335,5.125,4.835,5,6.75,9.71,9.585,17,6.71,8,5.79,5.875,5.04,17.125,6.665,11,9.335,5.585,12.875,4.915,6.835,5.75,4.625,4.21,6.21,9.29,9.21,8.085,6.25,8.165,7.625,6.5,8,4.375,5.375,6.54,4.875,5.375,5.375,4.875,3.79,3.585,5,5.71,5.75,6.46,6.54,6.46,6.415,6.75,17.21,12.71,10.665,6.125,5.835,7.335,5.125,6.165,8.79,11.415,6.835,5.915,5.96,4.625,5.875,4.915,9.25,7.21,11.585,11.375,10.46,8.375,7.29,10.585,9.79,9.915,10.5,13.125,11.625,8.335,4.96,6.915,6.085,5.71,5.665,4.29,3.75,6.25,5.04,5.625,6.21,5.875,5.5,6.21,4.25,4.915,9.54,9.25,5.5,5.335,6.04,10,14.375,10,6.125,8.835
